 1    15.59189285278090
 2    13.86370037320460
 3    12.31554405265670
 4    10.92760950645330
 5     9.68369208922172
 6     8.56937838341930
 7     7.57030215519738
 8     6.67559861761398
 9     5.87271055546799
10     5.24718881053783
11     4.74630084718914
12     4.33444279327313
13     3.98870063594930
14     3.69346943482776
15     3.43785662246744
16     3.21393302678037
17     3.01579008342166
18     2.83896331705775
19     2.67997464388199
20     2.53605536046298
21     2.40502029550252
22     2.28509711588948
23     2.17482487310893
24     2.07298966247278
25     1.97860181682252
26     1.89078331517248
27     1.80883093648787
28     1.73211365524645
29     1.66011221257538
30     1.59235919805550
31     1.52845774427610
32     1.46805101504775
33     1.41083526959026
34     1.35653425231883
35     1.30491755667322
36     1.25575785973997
37     1.20887089140097
38     1.16408526362945
39     1.12123718994121
40     1.08020005967619
41     1.04083713995995
42     1.00304458379336
43     0.96671526439536
44     0.93174756367132
45     0.89806620802321
46     0.86558467040001
47     0.83423303654206
48     0.80394372266956
49     0.77465446937541
50     0.74631311177291
51     0.71886574557877
52     0.69226492476342
53     0.66646396930178
54     0.64142429219931
55     0.61710506353540
56     0.59346809016043
57     0.57048496067286
58     0.54812182031019
59     0.52635176874208
60     0.50514012596112
61     0.48447028885613
62     0.46431752789167
63     0.44465460567387
64     0.42545982743636
65     0.40672101636109
66     0.38841643449452
67     0.37052388023587
68     0.35303162441868
69     0.33592323552827
70     0.31917944430842
71     0.30279240642624
72     0.28674127476477
73     0.27101950709897
74     0.25561263296042
75     0.24051315783247
76     0.22570804970128
77     0.21119042668700
78     0.19694538504910
79     0.18296579392362
80     0.16923922234501
81     0.15576337336098
82     0.14252676104814
83     0.12952108101390
84     0.11674571827019
85     0.10418786997748
86     9.18401666015880
87     7.97025421432203
88     6.77600443060298
89     5.60141677926183
90     4.44573131427857
91     3.30824111070724
92     2.18815791116622
93     1.08565816207227
94     0.00000000000000
